Aug 01 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 07:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to configuration change
Aug 19 07:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 established
Aug 19 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 19 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 19 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 19 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 19 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 16:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to configuration change
Aug 19 16:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 established
Aug 19 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 19 22:00:00 Router: %LINK-5-CHANGED: Interface Gig0/0, changed state to administratively down
Aug 19 22:00:00 Router: %LINK-5-CHANGED: Interface Gig0/1, changed state to administratively down
Aug 19 22:00:00 Router: %LINK-5-CHANGED: Interface Gig0/2, changed state to administratively down
Aug 19 22:00:00 Router: %LINK-5-CHANGED: Interface Gig0/3, changed state to administratively down
Aug 19 22:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to lost connection
Aug 19 22:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP2 reset due to lost connection
Aug 19 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 19 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 19 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 19 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 05:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to configuration change
Aug 20 05:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 established
Aug 20 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 06:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 20 06:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 20 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 09:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP2 reset due to configuration change
Aug 20 09:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP2 established
Aug 20 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 13:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 20 13:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 20 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 20 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 20 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 20 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 20 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
